,precipitacao_x,precipitacao_acc_x,temperatura_x,temperatura_aparente_x,umidade_relativa_x,pressao_x,precipitacao_y,precipitacao_acc_y,temperatura_y,temperatura_aparente_y,umidade_relativa_y,pressao_y,precipitacao,precipitacao_acc,temperatura,temperatura_aparente,umidade_relativa,pressao
0,1664150400000,1664150400000,1664150400000,1664150400000,1664150400000,1664150400000,2022-09-26 00:00:00,2022-09-26 00:00:00,2022-09-26 00:00:00,2022-09-26 00:00:00,2022-09-26 00:00:00,2022-09-26 00:00:00,0.0,0.0,15.504179687500027,14.726724119434579,85,1019.1001000000001
1,1664154000000,1664154000000,1664154000000,1664154000000,1664154000000,1664154000000,2022-09-26 01:00:00,2022-09-26 01:00:00,2022-09-26 01:00:00,2022-09-26 01:00:00,2022-09-26 01:00:00,2022-09-26 01:00:00,0.0,0.0,15.369023437500005,14.598325683545767,86,1019.4155000000001
2,1664157600000,1664157600000,1664157600000,1664157600000,1664157600000,1664157600000,2022-09-26 02:00:00,2022-09-26 02:00:00,2022-09-26 02:00:00,2022-09-26 02:00:00,2022-09-26 02:00:00,2022-09-26 02:00:00,0.0,0.0,15.033574218750005,14.279648929732133,89,1020.1324000000001
3,1664161200000,1664161200000,1664161200000,1664161200000,1664161200000,1664161200000,2022-09-26 03:00:00,2022-09-26 03:00:00,2022-09-26 03:00:00,2022-09-26 03:00:00,2022-09-26 03:00:00,2022-09-26 03:00:00,0.0,0.0,14.594179687500002,13.862224130282613,92,1019.0965000000001
4,1664164800000,1664164800000,1664164800000,1664164800000,1664164800000,1664164800000,2022-09-26 04:00:00,2022-09-26 04:00:00,2022-09-26 04:00:00,2022-09-26 04:00:00,2022-09-26 04:00:00,2022-09-26 04:00:00,0.0,0.0,14.420195312500027,13.69693897610668,93,1018.503
5,1664168400000,1664168400000,1664168400000,1664168400000,1664168400000,1664168400000,2022-09-26 05:00:00,2022-09-26 05:00:00,2022-09-26 05:00:00,2022-09-26 05:00:00,2022-09-26 05:00:00,2022-09-26 05:00:00,0.0,0.0,14.803789062500016,14.061353034033885,90,1017.9325
6,1664172000000,1664172000000,1664172000000,1664172000000,1664172000000,1664172000000,2022-09-26 06:00:00,2022-09-26 06:00:00,2022-09-26 06:00:00,2022-09-26 06:00:00,2022-09-26 06:00:00,2022-09-26 06:00:00,0.0,0.0,14.600390625000045,13.868124520833618,91,1017.7248
7,1664175600000,1664175600000,1664175600000,1664175600000,1664175600000,1664175600000,2022-09-26 07:00:00,2022-09-26 07:00:00,2022-09-26 07:00:00,2022-09-26 07:00:00,2022-09-26 07:00:00,2022-09-26 07:00:00,0.0,0.0,14.50164062500005,13.774312022010804,93,1017.7305
8,1664179200000,1664179200000,1664179200000,1664179200000,1664179200000,1664179200000,2022-09-26 08:00:00,2022-09-26 08:00:00,2022-09-26 08:00:00,2022-09-26 08:00:00,2022-09-26 08:00:00,2022-09-26 08:00:00,0.0,0.0,14.539082031250018,13.80988135750195,93,1019.1241
9,1664182800000,1664182800000,1664182800000,1664182800000,1664182800000,1664182800000,2022-09-26 09:00:00,2022-09-26 09:00:00,2022-09-26 09:00:00,2022-09-26 09:00:00,2022-09-26 09:00:00,2022-09-26 09:00:00,0.008,0.008,14.432148437500018,13.708294444714198,94,1019.6523
