,precipitacao_x,precipitacao_acc_x,temperatura_x,temperatura_aparente_x,umidade_relativa_x,pressao_x,precipitacao_y,precipitacao_acc_y,temperatura_y,temperatura_aparente_y,umidade_relativa_y,pressao_y,precipitacao,precipitacao_acc,temperatura,temperatura_aparente,umidade_relativa,pressao
0,1668643200000,1668643200000,1668643200000,1668643200000,1668643200000,1668643200000,2022-11-17 00:00:00,2022-11-17 00:00:00,2022-11-17 00:00:00,2022-11-17 00:00:00,2022-11-17 00:00:00,2022-11-17 00:00:00,0.0,0.0,16.744921875000045,15.905429182768813,76,1020.0953
1,1668646800000,1668646800000,1668646800000,1668646800000,1668646800000,1668646800000,2022-11-17 01:00:00,2022-11-17 01:00:00,2022-11-17 01:00:00,2022-11-17 01:00:00,2022-11-17 01:00:00,2022-11-17 01:00:00,0.0,0.0,16.711308593750005,15.87349656598198,78,1020.4812
2,1668650400000,1668650400000,1668650400000,1668650400000,1668650400000,1668650400000,2022-11-17 02:00:00,2022-11-17 02:00:00,2022-11-17 02:00:00,2022-11-17 02:00:00,2022-11-17 02:00:00,2022-11-17 02:00:00,0.0,0.0,16.28947265625004,15.472752430385668,80,1019.9352
3,1668654000000,1668654000000,1668654000000,1668654000000,1668654000000,1668654000000,2022-11-17 03:00:00,2022-11-17 03:00:00,2022-11-17 03:00:00,2022-11-17 03:00:00,2022-11-17 03:00:00,2022-11-17 03:00:00,0.0,0.0,16.118046875000005,15.309897940241711,80,1018.4888000000001
4,1668657600000,1668657600000,1668657600000,1668657600000,1668657600000,1668657600000,2022-11-17 04:00:00,2022-11-17 04:00:00,2022-11-17 04:00:00,2022-11-17 04:00:00,2022-11-17 04:00:00,2022-11-17 04:00:00,0.0,0.0,15.98943359375005,15.18771532458743,79,1018.7579000000001
5,1668661200000,1668661200000,1668661200000,1668661200000,1668661200000,1668661200000,2022-11-17 05:00:00,2022-11-17 05:00:00,2022-11-17 05:00:00,2022-11-17 05:00:00,2022-11-17 05:00:00,2022-11-17 05:00:00,0.0,0.0,16.013671875000057,15.210741691485993,71,1017.6369
6,1668664800000,1668664800000,1668664800000,1668664800000,1668664800000,1668664800000,2022-11-17 06:00:00,2022-11-17 06:00:00,2022-11-17 06:00:00,2022-11-17 06:00:00,2022-11-17 06:00:00,2022-11-17 06:00:00,0.0,0.0,15.787578125000039,14.995952631681234,66,1017.9119999999999
7,1668668400000,1668668400000,1668668400000,1668668400000,1668668400000,1668668400000,2022-11-17 07:00:00,2022-11-17 07:00:00,2022-11-17 07:00:00,2022-11-17 07:00:00,2022-11-17 07:00:00,2022-11-17 07:00:00,0.0,0.0,15.57683593750005,14.795747556068477,65,1017.3528
8,1668672000000,1668672000000,1668672000000,1668672000000,1668672000000,1668672000000,2022-11-17 08:00:00,2022-11-17 08:00:00,2022-11-17 08:00:00,2022-11-17 08:00:00,2022-11-17 08:00:00,2022-11-17 08:00:00,0.0,0.0,15.157949218750048,14.397805178249484,66,1019.0634
9,1668675600000,1668675600000,1668675600000,1668675600000,1668675600000,1668675600000,2022-11-17 09:00:00,2022-11-17 09:00:00,2022-11-17 09:00:00,2022-11-17 09:00:00,2022-11-17 09:00:00,2022-11-17 09:00:00,0.0,0.0,15.578476562500043,14.797306149798914,64,1019.5498
