,precipitacao_x,precipitacao_acc_x,temperatura_x,temperatura_aparente_x,umidade_relativa_x,pressao_x,precipitacao_y,precipitacao_acc_y,temperatura_y,temperatura_aparente_y,umidade_relativa_y,pressao_y,precipitacao,precipitacao_acc,temperatura,temperatura_aparente,umidade_relativa,pressao
0,1667174400000,1667174400000,1667174400000,1667174400000,1667174400000,1667174400000,2022-10-31 00:00:00,2022-10-31 00:00:00,2022-10-31 00:00:00,2022-10-31 00:00:00,2022-10-31 00:00:00,2022-10-31 00:00:00,0.0,0.0,25.031738281250057,25.061962950362982,64,1008.9945
1,1667178000000,1667178000000,1667178000000,1667178000000,1667178000000,1667178000000,2022-10-31 01:00:00,2022-10-31 01:00:00,2022-10-31 01:00:00,2022-10-31 01:00:00,2022-10-31 01:00:00,2022-10-31 01:00:00,0.0,0.0,24.74167968750004,24.77225571374572,65,1009.7832000000001
2,1667181600000,1667181600000,1667181600000,1667181600000,1667181600000,1667181600000,2022-10-31 02:00:00,2022-10-31 02:00:00,2022-10-31 02:00:00,2022-10-31 02:00:00,2022-10-31 02:00:00,2022-10-31 02:00:00,0.0,0.0,23.984726562500043,24.012788222230938,67,1010.2232
3,1667185200000,1667185200000,1667185200000,1667185200000,1667185200000,1667185200000,2022-10-31 03:00:00,2022-10-31 03:00:00,2022-10-31 03:00:00,2022-10-31 03:00:00,2022-10-31 03:00:00,2022-10-31 03:00:00,0.0,0.0,22.970097656250005,22.996696099194423,71,1010.5346000000001
4,1667188800000,1667188800000,1667188800000,1667188800000,1667188800000,1667188800000,2022-10-31 04:00:00,2022-10-31 04:00:00,2022-10-31 04:00:00,2022-10-31 04:00:00,2022-10-31 04:00:00,2022-10-31 04:00:00,0.0,0.0,23.109003906250052,23.122502240024687,66,1008.591
5,1667192400000,1667192400000,1667192400000,1667192400000,1667192400000,1667192400000,2022-10-31 05:00:00,2022-10-31 05:00:00,2022-10-31 05:00:00,2022-10-31 05:00:00,2022-10-31 05:00:00,2022-10-31 05:00:00,0.0,0.0,22.935781250000048,22.942827025874863,65,1008.0416
6,1667196000000,1667196000000,1667196000000,1667196000000,1667196000000,1667196000000,2022-10-31 06:00:00,2022-10-31 06:00:00,2022-10-31 06:00:00,2022-10-31 06:00:00,2022-10-31 06:00:00,2022-10-31 06:00:00,0.0,0.0,22.87623046875001,22.88194759705806,65,1008.8538000000001
7,1667199600000,1667199600000,1667199600000,1667199600000,1667199600000,1667199600000,2022-10-31 07:00:00,2022-10-31 07:00:00,2022-10-31 07:00:00,2022-10-31 07:00:00,2022-10-31 07:00:00,2022-10-31 07:00:00,0.0,0.0,22.762207031250057,22.76489701084654,64,1008.9389
8,1667203200000,1667203200000,1667203200000,1667203200000,1667203200000,1667203200000,2022-10-31 08:00:00,2022-10-31 08:00:00,2022-10-31 08:00:00,2022-10-31 08:00:00,2022-10-31 08:00:00,2022-10-31 08:00:00,0.0,0.0,21.864531250000027,21.874478092643187,70,1010.5448
9,1667206800000,1667206800000,1667206800000,1667206800000,1667206800000,1667206800000,2022-10-31 09:00:00,2022-10-31 09:00:00,2022-10-31 09:00:00,2022-10-31 09:00:00,2022-10-31 09:00:00,2022-10-31 09:00:00,1.232,1.232,21.395664062500032,21.422678389977477,77,1011.4386999999999
