,precipitacao_x,precipitacao_acc_x,temperatura_x,temperatura_aparente_x,umidade_relativa_x,pressao_x,precipitacao_y,precipitacao_acc_y,temperatura_y,temperatura_aparente_y,umidade_relativa_y,pressao_y,precipitacao,precipitacao_acc,temperatura,temperatura_aparente,umidade_relativa,pressao
0,1668556800000,1668556800000,1668556800000,1668556800000,1668556800000,1668556800000,2022-11-16 00:00:00,2022-11-16 00:00:00,2022-11-16 00:00:00,2022-11-16 00:00:00,2022-11-16 00:00:00,2022-11-16 00:00:00,0.0,0.0,17.47941406250004,16.60319675213796,65,1017.426
1,1668560400000,1668560400000,1668560400000,1668560400000,1668560400000,1668560400000,2022-11-16 01:00:00,2022-11-16 01:00:00,2022-11-16 01:00:00,2022-11-16 01:00:00,2022-11-16 01:00:00,2022-11-16 01:00:00,0.0,0.0,17.381093750000048,16.509792456435036,69,1018.0731
2,1668564000000,1668564000000,1668564000000,1668564000000,1668564000000,1668564000000,2022-11-16 02:00:00,2022-11-16 02:00:00,2022-11-16 02:00:00,2022-11-16 02:00:00,2022-11-16 02:00:00,2022-11-16 02:00:00,0.0,0.0,16.92599609375003,16.077449688422718,74,1016.6034
3,1668567600000,1668567600000,1668567600000,1668567600000,1668567600000,1668567600000,2022-11-16 03:00:00,2022-11-16 03:00:00,2022-11-16 03:00:00,2022-11-16 03:00:00,2022-11-16 03:00:00,2022-11-16 03:00:00,0.0,0.0,16.77902343750003,15.937825666737268,78,1017.2668000000001
4,1668571200000,1668571200000,1668571200000,1668571200000,1668571200000,1668571200000,2022-11-16 04:00:00,2022-11-16 04:00:00,2022-11-16 04:00:00,2022-11-16 04:00:00,2022-11-16 04:00:00,2022-11-16 04:00:00,0.0,0.0,16.487421875000052,15.660804185838458,83,1016.6713000000001
5,1668574800000,1668574800000,1668574800000,1668574800000,1668574800000,1668574800000,2022-11-16 05:00:00,2022-11-16 05:00:00,2022-11-16 05:00:00,2022-11-16 05:00:00,2022-11-16 05:00:00,2022-11-16 05:00:00,0.0,0.0,16.462304687500023,15.636942858012844,84,1015.8181
6,1668578400000,1668578400000,1668578400000,1668578400000,1668578400000,1668578400000,2022-11-16 06:00:00,2022-11-16 06:00:00,2022-11-16 06:00:00,2022-11-16 06:00:00,2022-11-16 06:00:00,2022-11-16 06:00:00,0.012,0.012,16.61667968750004,15.783599106172574,83,1015.9252
7,1668582000000,1668582000000,1668582000000,1668582000000,1668582000000,1668582000000,2022-11-16 07:00:00,2022-11-16 07:00:00,2022-11-16 07:00:00,2022-11-16 07:00:00,2022-11-16 07:00:00,2022-11-16 07:00:00,0.0,0.012,16.823183593750002,15.979777814648315,81,1015.8754000000001
8,1668585600000,1668585600000,1668585600000,1668585600000,1668585600000,1668585600000,2022-11-16 08:00:00,2022-11-16 08:00:00,2022-11-16 08:00:00,2022-11-16 08:00:00,2022-11-16 08:00:00,2022-11-16 08:00:00,0.0,0.012,16.87736328125004,16.031248517127466,80,1016.6552
9,1668589200000,1668589200000,1668589200000,1668589200000,1668589200000,1668589200000,2022-11-16 09:00:00,2022-11-16 09:00:00,2022-11-16 09:00:00,2022-11-16 09:00:00,2022-11-16 09:00:00,2022-11-16 09:00:00,0.0,0.012,17.58863281250001,16.706954563335955,76,1017.2261
10,1668592800000,1668592800000,1668592800000,1668592800000,1668592800000,1668592800000,2022-11-16 10:00:00,2022-11-16 10:00:00,2022-11-16 10:00:00,2022-11-16 10:00:00,2022-11-16 10:00:00,2022-11-16 10:00:00,0.0,0.012,18.179238281250036,17.268029751607912,76,1017.8101000000001
11,1668596400000,1668596400000,1668596400000,1668596400000,1668596400000,1668596400000,2022-11-16 11:00:00,2022-11-16 11:00:00,2022-11-16 11:00:00,2022-11-16 11:00:00,2022-11-16 11:00:00,2022-11-16 11:00:00,0.0,0.012,19.125625000000014,18.167097123138575,73,1018.4758
12,1668600000000,1668600000000,1668600000000,1668600000000,1668600000000,1668600000000,2022-11-16 12:00:00,2022-11-16 12:00:00,2022-11-16 12:00:00,2022-11-16 12:00:00,2022-11-16 12:00:00,2022-11-16 12:00:00,0.0,0.012,20.53902343750002,19.50982562191456,63,1017.7397
13,1668603600000,1668603600000,1668603600000,1668603600000,1668603600000,1668603600000,2022-11-16 13:00:00,2022-11-16 13:00:00,2022-11-16 13:00:00,2022-11-16 13:00:00,2022-11-16 13:00:00,2022-11-16 13:00:00,0.0,0.012,21.725195312500034,21.68943031306401,56,1017.8208
14,1668607200000,1668607200000,1668607200000,1668607200000,1668607200000,1668607200000,2022-11-16 14:00:00,2022-11-16 14:00:00,2022-11-16 14:00:00,2022-11-16 14:00:00,2022-11-16 14:00:00,2022-11-16 14:00:00,0.004,0.016,22.20548828125004,22.171157594775167,55,1017.5362
15,1668610800000,1668610800000,1668610800000,1668610800000,1668610800000,1668610800000,2022-11-16 15:00:00,2022-11-16 15:00:00,2022-11-16 15:00:00,2022-11-16 15:00:00,2022-11-16 15:00:00,2022-11-16 15:00:00,0.0,0.016,22.513417968750048,22.478693407906462,54,1016.7741000000001
16,1668614400000,1668614400000,1668614400000,1668614400000,1668614400000,1668614400000,2022-11-16 16:00:00,2022-11-16 16:00:00,2022-11-16 16:00:00,2022-11-16 16:00:00,2022-11-16 16:00:00,2022-11-16 16:00:00,0.0,0.016,22.778203125000005,22.739281482888828,51,1017.3340000000001
17,1668618000000,1668618000000,1668618000000,1668618000000,1668618000000,1668618000000,2022-11-16 17:00:00,2022-11-16 17:00:00,2022-11-16 17:00:00,2022-11-16 17:00:00,2022-11-16 17:00:00,2022-11-16 17:00:00,0.0,0.016,22.599218750000034,22.555448653279655,51,1016.9774000000001
18,1668621600000,1668621600000,1668621600000,1668621600000,1668621600000,1668621600000,2022-11-16 18:00:00,2022-11-16 18:00:00,2022-11-16 18:00:00,2022-11-16 18:00:00,2022-11-16 18:00:00,2022-11-16 18:00:00,0.0,0.016,22.289921875000005,22.232827998255118,48,1016.416
19,1668625200000,1668625200000,1668625200000,1668625200000,1668625200000,1668625200000,2022-11-16 19:00:00,2022-11-16 19:00:00,2022-11-16 19:00:00,2022-11-16 19:00:00,2022-11-16 19:00:00,2022-11-16 19:00:00,0.0,0.016,21.698535156250045,21.63175632036763,47,1016.2294999999999
20,1668628800000,1668628800000,1668628800000,1668628800000,1668628800000,1668628800000,2022-11-16 20:00:00,2022-11-16 20:00:00,2022-11-16 20:00:00,2022-11-16 20:00:00,2022-11-16 20:00:00,2022-11-16 20:00:00,0.0,0.016,20.530312500000036,19.501550231393423,55,1017.6804000000001
21,1668632400000,1668632400000,1668632400000,1668632400000,1668632400000,1668632400000,2022-11-16 21:00:00,2022-11-16 21:00:00,2022-11-16 21:00:00,2022-11-16 21:00:00,2022-11-16 21:00:00,2022-11-16 21:00:00,0.0,0.016,18.978632812500052,18.02745454676591,69,1018.3871
22,1668636000000,1668636000000,1668636000000,1668636000000,1668636000000,1668636000000,2022-11-16 22:00:00,2022-11-16 22:00:00,2022-11-16 22:00:00,2022-11-16 22:00:00,2022-11-16 22:00:00,2022-11-16 22:00:00,0.0,0.016,17.634375000000034,16.750409640915677,78,1018.5769
23,1668639600000,1668639600000,1668639600000,1668639600000,1668639600000,1668639600000,2022-11-16 23:00:00,2022-11-16 23:00:00,2022-11-16 23:00:00,2022-11-16 23:00:00,2022-11-16 23:00:00,2022-11-16 23:00:00,0.0,0.016,16.922187500000007,16.07383152440559,84,1019.5343
24,1668643200000,1668643200000,1668643200000,1668643200000,1668643200000,1668643200000,2022-11-17 00:00:00,2022-11-17 00:00:00,2022-11-17 00:00:00,2022-11-17 00:00:00,2022-11-17 00:00:00,2022-11-17 00:00:00,0.0,0.016,16.437324218750007,15.613211412998112,88,1020.7244000000001
25,1668646800000,1668646800000,1668646800000,1668646800000,1668646800000,1668646800000,2022-11-17 01:00:00,2022-11-17 01:00:00,2022-11-17 01:00:00,2022-11-17 01:00:00,2022-11-17 01:00:00,2022-11-17 01:00:00,0.0,0.016,15.967714843750002,15.167082512346298,92,1020.8018000000001
26,1668650400000,1668650400000,1668650400000,1668650400000,1668650400000,1668650400000,2022-11-17 02:00:00,2022-11-17 02:00:00,2022-11-17 02:00:00,2022-11-17 02:00:00,2022-11-17 02:00:00,2022-11-17 02:00:00,0.0,0.016,15.654882812500034,14.869892086388063,93,1020.2495
